"7R2",2014,"F","33V","01K","Q1012","Q1071"
"8G9",2009,"F","26V","01K","Q1012","Q1071"
"2S2",2014,"F","91V","01K","Q1012","Q1071"
"8G1",2009,"M","51T","01K","Q1012","Q1071"
"0C6",2006,"F","42L","01K","Q1021","Q1071"
"52Z",2005,"F","78I","01K","Q1071","Q1071"
"7D7",2007,"M","78T","02F","Q1050","Q1053"
"7A3",2005,"F","64D","02F","Q1050","Q1053"
"5E9",2008,"F","K04","02F","Q1050","Q1053"
"8F2",2008,"F","42B","02F","Q1050","Q1053"
"0G8",2008,"M","55H","02F","Q1050","Q1053"
"1H1",2009,"F","82A","02F","Q1050","Q1053"
"5J4",2010,"M","Z08","02F","Q1021","Q1053"
"5D9",2007,"F","X17","02F","Q1050","Q1053"
"5B4",2006,"F","55A","02F","Q1056","Q1053"
"91Z",2005,"M","28J","02F","Q1050","Q1053"
"8J7",2010,"M","28J","02F","Q1050","Q1053"
"0K4",2010,"F","43F","02R","Q1050","Q1071"
"8K8",2011,"M","56R","02R","Q1053","Q1071"
"4N7",2012,"M","77S","02R","Q1046","Q1071"
"2I6",2010,"M","0C6","02R","Q1021","Q1071"
"1L9",2011,"M","V80","02R","Q1053","Q1071"
"4N1",2012,"F","90P","02R","Q1021","Q1071"
"1J8",2010,"M","82A","02R","Q1050","Q1071"
"3N9",2012,"M","20S","02R","Q1046","Q1071"
"5J5",2010,"M","V72","02R","Q1053","Q1071"
"6K3",2011,"M","21K","02R","Q1021","Q1071"
"5K8",2011,"M","28G","02R","Q1021","Q1071"
"3L6",2011,"M","20S","02R","Q1046","Q1071"
"I143J4",2014,"F","3J4","02R","Q1083","Q1071"
"1L8",2011,"F","6B4","02R","Q1056","Q1071"
"4Q3",2014,"F","96A","02R","Q1012","Q1071"
"5N1",2012,"F","39Z","02R","Q1053","Q1071"
"3L5",2011,"M","35O","02R","Q1056","Q1071"
"4N6",2012,"F","21K","02R","Q1021","Q1071"
"3L8",2011,"M","55A","02R","Q1056","Q1071"
"I1255A",2012,"F","55A","02R","Q1056","Q1071"
"3N4",2012,"F","3A9","02R","Q1056","Q1071"
"6J9",2010,"M","16S","02R","Q1048","Q1071"
"9I7",2010,"F","55R","02R","Q1056","Q1071"
"3N5",2012,"M","36O","02R","Q1053","Q1071"
"7E3",2008,"F","48V","02R","Q1046","Q1071"
"2H2",2009,"M","35N","02R","Q1050","Q1071"
"7H7",2009,"F","68J","02R","Q1050","Q1071"
"5H4",2009,"F","21V","02R","Q1053","Q1071"
"0P8",2013,"M","4F5","02R","Q1012","Q1071"
"5G5",2009,"M","X97","02R","Q1021","Q1071"
"2H5",2009,"M","43J","02R","Q1050","Q1071"
"1P1",2013,"M","5F7","02R","Q1012","Q1071"
"7H9",2009,"M","0A4","02R","Q1050","Q1071"
"6E6",2008,"M","42V","02R","Q1056","Q1071"
"2H3",2009,"F","28N","02R","Q1021","Q1071"
"9E5",2008,"M","16S","02R","Q1048","Q1071"
"4N5",2012,"F","94S","02R","Q1056","Q1071"
"0H8",2009,"M","X17","02R","Q1050","Q1071"
"I12V80",2012,"F","V80","02R","Q1053","Q1071"
"1R9",2014,"M","4H1","02R","Q1012","Q1071"
"4F0",2008,"F","51T","02R","Q1012","Q1071"
"9O1",2013,"F","7C8","02R","Q1012","Q1071"
"5N0",2012,"F","8E2","02R","Q1056","Q1071"
"7J3",2010,"F","48J","02Z","Q1056","Q1053"
"I1038E",2010,"M","38E","03D","Q1066","Q1083"
"3B1",2006,"F","X91","03D","Q1066","Q1083"
"5F4",2008,"M","35F","03N","Q1012","Q1021"
"0H2",2009,"F","62R","03N","Q1053","Q1021"
"4H3",2009,"F","98V","03N","Q1083","Q1021"
"3G0",2009,"F","75L","03N","Q1012","Q1021"
"1P0",2013,"F","5H4","03N","Q1053","Q1021"
"7F6",2008,"M","91A","03N","Q1012","Q1021"
"I0809Z",2008,"F","09Z","03N","Q1012","Q1021"
"6H4",2009,"M","88R","03N","Q1053","Q1021"
"2J7",2010,"F","62R","03N","Q1053","Q1021"
"0D4",2007,"F","86C","03N","Q1021","Q1021"
"7F3",2008,"F","76L","03N","Q1012","Q1021"
"9D6",2007,"M","67G","03N","Q1050","Q1021"
"8C5",2007,"F","43F","03N","Q1050","Q1021"
"7M7",2012,"M","2B4","03N","Q1083","Q1021"
"1K8",2010,"F","Z82","03T","Q1083","Q1012"
"7I1",2010,"F","55V","04I","Q1021","Q1053"
"8N9",2012,"F","78T","04I","Q1050","Q1053"
"8B4",2006,"F","86C","04I","Q1021","Q1053"
"2E1",2007,"F","01P","04I","Q1021","Q1053"
"I1034N",2010,"F","34N","04I","Q1021","Q1053"
"9D4",2007,"F","64D","04I","Q1050","Q1053"
"0D1",2007,"F","48N","04I","Q1012","Q1053"
"1D2",2007,"F","11I","04I","Q1050","Q1053"
"3K3",2011,"M","52P","04I","Q1050","Q1053"
"I1210S",2012,"F","10S","04I","Q1050","Q1053"
"0R5",2014,"M","60P","04I","Q1050","Q1053"
"0G0",2008,"F","V65","04I","Q1021","Q1053"
"7R5",2014,"F","9H7","04I","Q1021","Q1053"
"9L4",2011,"M","03J","04T","Q1053","Q1012"
"1N6",2012,"M","50I","04T","Q1021","Q1012"
"2L7",2011,"M","29B","04T","Q1053","Q1012"
"2N8",2012,"M","73B","04T","Q1050","Q1012"
"6P4",2013,"F","0I5","04Z","Q1021","Q1083"
"6P7",2013,"F","7H8","04Z","Q1021","Q1083"
"6K0",2011,"M","2E1","04Z","Q1021","Q1083"
"9N0",2012,"F","5D4","04Z","Q1046","Q1083"
"8L5",2011,"M","3A9","04Z","Q1056","Q1083"
"3S0",2014,"F","2H3","04Z","Q1021","Q1083"
"0K7",2010,"F","79Z","05I","Q1021","Q1056"
"6C4",2006,"F","35J","05I","Q1012","Q1056"
"2D0",2007,"M","X37","05I","Q1012","Q1056"
"4B0",2006,"M","35F","05I","Q1012","Q1056"
"4B7",2006,"M","22S","05I","Q1066","Q1056"
"1M9",2012,"M","8F0","05Z","Q1066","Q1053"
"6I5",2010,"F","21K","06O","Q1021","Q1056"
"4N3",2012,"M","5B4","06O","Q1056","Q1056"
"8K4",2011,"F","77S","06O","Q1046","Q1056"
"4G3",2009,"F","01B","06O","Q1021","Q1056"
"4G5",2009,"M","56R","06O","Q1053","Q1056"
"6J0",2010,"F","X17","06O","Q1050","Q1056"
"6N2",2012,"M","0C6","06O","Q1021","Q1056"
"5I3",2010,"M","56R","06O","Q1053","Q1056"
"2G6",2009,"M","62S","06O","Q1046","Q1056"
"3G6",2009,"M","19J","06O","Q1046","Q1056"
"8D5",2007,"F","X97","07D","Q1021","Q1012"
"2L8",2011,"F","17C","07D","Q1050","Q1012"
"54Z",2005,"M","79C","07D","Q1050","Q1012"
"2N7",2012,"M","28N","07D","Q1021","Q1012"
"1A9",2005,"F","04N","07D","Q1050","Q1012"
"1R4",2014,"F","36O","07D","Q1053","Q1012"
"1E5",2007,"M","50I","07D","Q1021","Q1012"
"1E3",2007,"F","71J","07D","Q1021","Q1012"
"8B6",2006,"F","X17","07D","Q1050","Q1012"
"7C6",2007,"F","Z15","07D","Q1050","Q1012"
"4P4",2013,"F","2D1","07D","Q1083","Q1012"
"73Z",2005,"M","30O","07D","Q1050","Q1012"
"9A3",2005,"M","H74","07D","Q1050","Q1012"
"2J4",2010,"M","17C","07D","Q1050","Q1012"
"7A1",2005,"M","F25","07D","Q1050","Q1012"
"1F9",2008,"M","38P","07D","Q1012","Q1012"
"85Z",2005,"F","82H","07D","Q1083","Q1012"
"1A2",2005,"M","50I","07D","Q1021","Q1012"
"3E7",2007,"F","Z11","07D","Q1050","Q1012"
"5H8",2009,"F","17C","07D","Q1050","Q1012"
"5H9",2009,"M","V37","07D","Q1050","Q1012"
"0I3",2009,"M","O52","07D","Q1050","Q1012"
"7B0",2006,"M","57H","07D","Q1021","Q1012"
"8F3",2008,"F","V37","07D","Q1050","Q1012"
"0I2",2009,"M","14I","07D","Q1050","Q1012"
"4C3",2006,"M","K04","07D","Q1050","Q1012"
"1A7",2005,"M","55H","07D","Q1050","Q1012"
"3F2",2008,"M","29B","07D","Q1053","Q1012"
"0A4",2005,"F","62H","07D","Q1050","Q1012"
"4K5",2011,"M","59A","07D","Q1050","Q1012"
"9G3",2009,"F","28J","07D","Q1050","Q1012"
"8F9",2008,"F","14L","07D","Q1050","Q1012"
"2A1",2005,"M","O52","07D","Q1050","Q1012"
"3G5",2009,"M","64D","07D","Q1050","Q1012"
"0G4",2008,"M","57H","07D","Q1021","Q1012"
"4C1",2006,"F","43J","07D","Q1050","Q1012"
"8E3",2008,"F","87K","07D","Q1021","Q1012"
"6F3",2008,"F","75L","07I","Q1012","Q1071"
"6G8",2009,"M","50K","07I","Q1012","Q1071"
"9I6",2010,"F","7B5","07T","Q1053","Q1012"
"I1279C",2012,"F","79C","07T","Q1050","Q1012"
"3C4",2006,"M","62H","08N","Q1050","Q1021"
"5D6",2007,"F","57H","08N","Q1021","Q1021"
"7B6",2006,"M","Z14","08N","Q1050","Q1021"
"8B0",2006,"F","48B","08N","Q1021","Q1021"
"5D7",2007,"M","61J","08N","Q1021","Q1021"
"1C0",2006,"F","V65","08N","Q1021","Q1021"
"0A9",2005,"F","29B","08N","Q1053","Q1021"
"9D1",2007,"M","82L","08N","Q1012","Q1021"
"6C0",2006,"F","82A","08N","Q1050","Q1021"
"0B0",2005,"F","Z08","08N","Q1021","Q1021"
"5C0",2006,"F","43F","08N","Q1050","Q1021"
"7C3",2006,"F","V37","08N","Q1050","Q1021"
"7I9",2010,"M","4C1","08O","Q1050","Q1012"
"6J2",2010,"M","35N","08O","Q1050","Q1012"
"3E1",2007,"M","90S","08O","Q1053","Q1012"
"6D8",2007,"F","20R","08O","Q1012","Q1012"
"4H8",2009,"F","19A","08O","Q1056","Q1012"
"1E9",2007,"M","81B","08O","Q1056","Q1012"
"0H6",2009,"F","73C","08O","Q1056","Q1012"
"2E5",2007,"M","19J","08O","Q1046","Q1012"
"0G3",2008,"F","62S","08O","Q1046","Q1012"
"5D4",2007,"F","77S","08O","Q1046","Q1012"
"1B2",2005,"M","47L","09K","Q1021","Q1021"
"9D9",2007,"F","V65","09K","Q1021","Q1021"
"6D0",2007,"M","42O","09K","Q1050","Q1021"
"1E0",2007,"F","21K","09K","Q1021","Q1021"
"8B7",2006,"F","04O","09K","Q1021","Q1021"
"7B8",2006,"M","61J","09K","Q1021","Q1021"
"5A2",2005,"F","46F","09K","Q1050","Q1021"
"0E0",2007,"F","40L","09K","Q1021","Q1021"
"0D2",2007,"M","44J","09K","Q1021","Q1021"
"3C1",2006,"M","42A","09K","Q1083","Q1021"
"0C1",2006,"M","21C","09K","Q1021","Q1021"
"7D8",2007,"F","47L","09K","Q1021","Q1021"
"3E6",2007,"M","28G","09K","Q1021","Q1021"
"1D5",2007,"M","04O","09K","Q1021","Q1021"
"9D0",2007,"M","46F","09K","Q1050","Q1021"
"0C9",2006,"M","X97","09K","Q1021","Q1021"
"1A4",2005,"F","01B","09K","Q1021","Q1021"
"2A6",2005,"M","S16","09K","Q1021","Q1021"
"2A3",2005,"M","V58","09K","Q1021","Q1021"
"93Z",2005,"F","03J","09K","Q1053","Q1021"
"3F7",2008,"F","75J","09L","Q1056","Q1083"
"7D3",2007,"M","62O","09L","Q1053","Q1083"
"6D1",2007,"M","21G","09L","Q1056","Q1083"
"6D5",2007,"M","48J","09L","Q1056","Q1083"
"4F1",2008,"F","99N","09L","Q1053","Q1083"
"2F1",2008,"M","25P","09L","Q1056","Q1083"
"1C9",2006,"F","O55","09L","Q1056","Q1083"
"1C8",2006,"M","V05","09L","Q1053","Q1083"
"1C7",2006,"F","19A","09L","Q1056","Q1083"
"9C9",2007,"M","53E","09L","Q1056","Q1083"
"72Z",2005,"M","02G","09L","Q1056","Q1083"
"69Z",2005,"M","65A","09L","Q1056","Q1083"
"9C5",2007,"F","55J","09L","Q1056","Q1083"
"6D4",2007,"F","L84","09L","Q1056","Q1083"
"9Q3",2014,"F","28G","0B8","Q1021","Q1012"
"2N1",2012,"M","7B7","0B8","Q1021","Q1012"
"6Q7",2014,"M","82A","0B8","Q1050","Q1012"
"9Q4",2014,"M","64D","0B8","Q1050","Q1012"
"5R7",2014,"F","82L","0B8","Q1012","Q1012"
"7P8",2013,"M","8B0","0B8","Q1021","Q1012"
"6N6",2012,"F","9D4","0B8","Q1050","Q1012"
"7R6",2014,"M","44J","0B8","Q1021","Q1012"
"0O7",2013,"M","44J","0B8","Q1021","Q1012"
"8N4",2012,"F","74S","0B8","Q1053","Q1012"
"3K6",2011,"M","0A9","0B8","Q1053","Q1012"
"1S9",2014,"F","50I","0B8","Q1021","Q1012"
"8P3",2013,"F","6C0","0B8","Q1050","Q1012"
"6Q8",2014,"F","6C0","0B8","Q1050","Q1012"
"4R3",2014,"M","74T","0C7","Q1053","Q1050"
"4P7",2013,"F","37V","0C7","Q1056","Q1050"
"8Q3",2014,"F","82V","0C9","Q1083","Q1021"
"9Q9",2014,"F","8H1","0E3","Q1050","Q1012"
"I1457T",2014,"M","57T","0E8","Q1083","Q1021"
"4Q7",2014,"F","76L","0E8","Q1012","Q1021"
"I144F5",2014,"M","4F5","0E8","Q1012","Q1021"
"5A7",2005,"F","56A","10D","Q1050","Q1083"
"2H4",2009,"F","61A","10D","Q1050","Q1083"
"3A0",2005,"F","43F","10D","Q1050","Q1083"
"9D2",2007,"F","17C","10D","Q1050","Q1083"
"3E5",2007,"F","N12","10D","Q1050","Q1083"
"7H1",2009,"F","59A","10D","Q1050","Q1083"
"5D8",2007,"M","43J","10D","Q1050","Q1083"
"0C7",2006,"M","28J","10D","Q1050","Q1083"
"0E7",2007,"F","Z14","10D","Q1050","Q1083"
"1D6",2007,"M","35N","10D","Q1050","Q1083"
"0A8",2005,"F","71J","10D","Q1021","Q1083"
"5F2",2008,"M","61A","10D","Q1050","Q1083"
"5L3",2011,"M","88N","10R","Q1083","Q1053"
"6I6",2010,"M","80S","10R","Q1056","Q1053"
"4M1",2012,"M","91A","10R","Q1012","Q1053"
"7M3",2012,"M","7A9","10R","Q1083","Q1053"
"7Q9",2014,"M","2B1","10R","Q1083","Q1053"
"9I2",2010,"M","57T","10R","Q1083","Q1053"
"5L8",2011,"F","4C5","10R","Q1071","Q1053"
"3J4",2010,"F","7A9","10R","Q1083","Q1053"
"3P6",2013,"M","7A6","11Z","Q1012","Q1066"
"5R3",2014,"F","9C7","11Z","Q1083","Q1066"
"6G0",2009,"M","54N","11Z","Q1083","Q1066"
"2G8",2009,"F","35B","11Z","Q1012","Q1066"
"4L9",2011,"M","4A5","11Z","Q1012","Q1066"
"1M5",2012,"F","91V","11Z","Q1012","Q1066"
"9G4",2009,"F","03H","11Z","Q1012","Q1066"
"4R1",2014,"F","97R","11Z","Q1083","Q1066"
"9K3",2011,"M","74K","11Z","Q1083","Q1066"
"9P7",2013,"F","93I","11Z","Q1012","Q1066"
"6G6",2009,"F","08Z","11Z","Q1012","Q1066"
"2R3",2014,"M","36D","11Z","Q1083","Q1066"
"2K9",2011,"M","0B4","11Z","Q1012","Q1066"
"7G0",2009,"M","54B","11Z","Q1012","Q1066"
"3M7",2012,"F","4A5","11Z","Q1012","Q1066"
"6P1",2013,"F","89K","11Z","Q1012","Q1066"
"8G6",2009,"M","0A2","11Z","Q1012","Q1066"
"7Q4",2014,"F","1B4","11Z","Q1083","Q1066"
"6G9",2009,"M","61K","11Z","Q1083","Q1066"
"4J8",2010,"F","0A2","11Z","Q1012","Q1066"
"I1095V",2010,"M","95V","11Z","Q1012","Q1066"
"1J0",2010,"M","7A6","11Z","Q1012","Q1066"
"2O2",2013,"M","10C","11Z","Q1083","Q1066"
"0J0",2010,"M","33V","11Z","Q1012","Q1066"
"1M6",2012,"M","53E","11Z","Q1056","Q1066"
"4O0",2013,"F","31V","11Z","Q1012","Q1066"
"4K0",2011,"F","0A2","11Z","Q1012","Q1066"
"6I3",2010,"M","09Z","11Z","Q1012","Q1066"
"9J8",2010,"M","02A","11Z","Q1012","Q1066"
"5Q6",2014,"F","15O","11Z","Q1012","Q1066"
"7M0",2012,"F","0B5","11Z","Q1012","Q1066"
"3I2",2010,"M","4A0","11Z","Q1012","Q1066"
"0K6",2010,"F","15O","11Z","Q1012","Q1066"
"0M6",2012,"F","2C3","11Z","Q1053","Q1066"
"3M5",2012,"F","90V","11Z","Q1012","Q1066"
"5J2",2010,"M","4A5","11Z","Q1012","Q1066"
"7L1",2011,"F","91V","11Z","Q1012","Q1066"
"2Q3",2014,"F","55J","11Z","Q1056","Q1066"
"5M8",2012,"M","93I","11Z","Q1012","Q1066"
"6M5",2012,"M","54N","11Z","Q1083","Q1066"
"8M6",2012,"F","4A9","11Z","Q1083","Q1066"
"I1010Z",2010,"F","10Z","11Z","Q1012","Q1066"
"3M4",2012,"F","89K","11Z","Q1012","Q1066"
"9F2",2008,"F","13B","12E","Q1071","Q1021"
"7N4",2012,"M","13H","12E","Q1071","Q1021"
"5E0",2008,"M","81E","12E","Q1071","Q1021"
"4D1",2007,"M","32G","12E","Q1071","Q1021"
"0M1",2011,"M","13H","12E","Q1071","Q1021"
"9E6",2008,"M","32G","12E","Q1071","Q1021"
"0K0",2010,"F","15E","12E","Q1071","Q1021"
"8N3",2012,"F","15E","12E","Q1071","Q1021"
"2G1",2009,"M","13H","12E","Q1071","Q1021"
"7O7",2013,"M","15E","12E","Q1071","Q1021"
"1I2",2010,"M","13B","12E","Q1071","Q1021"
"1B0",2005,"F","99J","12E","Q1071","Q1021"
"7B3",2006,"M","81E","12E","Q1071","Q1021"
"7K6",2011,"F","30J","12E","Q1071","Q1021"
"0F1",2008,"M","15E","12E","Q1071","Q1021"
"47Z",2005,"F","31G","12E","Q1071","Q1021"
"1G7",2009,"M","30J","12E","Q1071","Q1021"
"4K3",2011,"M","9D8","12E","Q1050","Q1021"
"1I7",2010,"F","13H","12E","Q1071","Q1021"
"9E8",2008,"F","L66","12E","Q1071","Q1021"
"1A6",2005,"M","64P","12O","Q1050","Q1083"
"1D8",2007,"M","89L","12O","Q1083","Q1083"
"9H3",2009,"M","57T","12O","Q1083","Q1083"
"0B7",2005,"F","T84","12O","Q1083","Q1083"
"2D6",2007,"M","82H","12O","Q1083","Q1083"
"2D5",2007,"M","45R","12O","Q1083","Q1083"
"2D8",2007,"M","06A","12O","Q1083","Q1083"
"1D0",2007,"M","36D","12O","Q1083","Q1083"
"2D1",2007,"F","97R","12O","Q1083","Q1083"
"2C5",2006,"F","21H","12O","Q1053","Q1083"
"7F1",2008,"M","06A","12O","Q1083","Q1083"
"3B8",2006,"F","89L","12O","Q1083","Q1083"
"8G3",2009,"M","81I","12O","Q1083","Q1083"
"0D5",2007,"F","X60","12O","Q1083","Q1083"
"70Z",2005,"M","21G","12O","Q1056","Q1083"
"2D7",2007,"M","03S","12O","Q1083","Q1083"
"9R9",2014,"F","78I","12O","Q1071","Q1083"
"I0876K",2008,"M","76K","12O","Q1012","Q1083"
"3H3",2009,"M","T83","12O","Q1083","Q1083"
"2K4",2011,"M","2E4","12O","Q1071","Q1083"
"2B1",2006,"F","82H","12O","Q1083","Q1083"
"2B9",2006,"M","30F","12O","Q1083","Q1083"
"I0835B",2008,"F","35B","12O","Q1012","Q1083"
"9F3",2008,"M","93I","12O","Q1012","Q1083"
"1C6",2006,"M","07A","12O","Q1053","Q1083"
"7D2",2007,"M","T84","12O","Q1083","Q1083"
"5F6",2008,"M","20R","12O","Q1012","Q1083"
"6K7",2011,"F","5C4","12Z","Q1012","Q1056"
"9K5",2011,"M","30F","12Z","Q1083","Q1056"
"1P5",2013,"M","74T","12Z","Q1053","Q1056"
"8N5",2012,"M","8B0","12Z","Q1021","Q1056"
"0L4",2011,"M","16Z","12Z","Q1012","Q1056"
"9N1",2012,"F","04N","12Z","Q1050","Q1056"
"8P2",2013,"F","0A4","12Z","Q1050","Q1056"
"6O0",2013,"F","73B","12Z","Q1050","Q1056"
"6P8",2013,"M","1A3","12Z","Q1021","Q1056"
"0S7",2014,"M","32S","12Z","Q1021","Q1056"
"8K1",2011,"M","6C2","13I","Q1056","Q1021"
"3F4",2008,"F","11L","13I","Q1012","Q1021"
"2F9",2008,"M","V60","13I","Q1012","Q1021"
"0B4",2005,"F","67C","13I","Q1012","Q1021"
"8F8",2008,"F","22S","13I","Q1066","Q1021"
"5F0",2008,"M","07L","13I","Q1066","Q1021"
"2F0",2008,"F","69O","13I","Q1066","Q1021"
"2R4",2014,"M","20S","13I","Q1046","Q1021"
"4B4",2006,"M","K84","13I","Q1012","Q1021"
"2B6",2006,"M","29I","13I","Q1083","Q1021"
"5C1",2006,"M","87F","13I","Q1012","Q1021"
"1D9",2007,"M","11L","13I","Q1012","Q1021"
"7C9",2007,"M","96A","13I","Q1012","Q1021"
"0D9",2007,"M","76K","13I","Q1012","Q1021"
"1L0",2011,"M","81I","13I","Q1083","Q1021"
"4H4",2009,"M","30F","13I","Q1083","Q1021"
"9A7",2005,"M","03H","13I","Q1012","Q1021"
"9J5",2010,"F","4B2","13N","Q1066","Q1053"
"0J6",2010,"F","93I","13N","Q1012","Q1053"
"I0902T",2009,"F","02T","13N","Q1012","Q1053"
"92Z",2005,"F","67G","14A","Q1050","Q1071"
"84Z",2005,"M","48J","14A","Q1056","Q1071"
"3D0",2007,"F","O35","14A","Q1083","Q1071"
"5A5",2005,"F","K00","14A","Q1050","Q1071"
"6H8",2009,"M","0B5","14A","Q1012","Q1071"
"2E9",2007,"F","56R","15N","Q1053","Q1050"
"4C2",2006,"F","00J","15N","Q1053","Q1050"
"8C4",2007,"F","28N","15N","Q1021","Q1050"
"5D2",2007,"M","16S","15N","Q1048","Q1050"
"9B6",2006,"F","01B","15N","Q1021","Q1050"
"5D1",2007,"M","R59","15N","Q1050","Q1050"
"0C8",2006,"F","11I","15N","Q1050","Q1050"
"7B9",2006,"M","99I","15N","Q1050","Q1050"
"6E5",2008,"F","90P","15N","Q1021","Q1050"
"5C9",2006,"F","03J","15N","Q1053","Q1050"
"2E7",2007,"F","35O","15N","Q1056","Q1050"
"2E8",2007,"F","13A","15N","Q1048","Q1050"
"3E0",2007,"M","22H","15N","Q1046","Q1050"
"5D0",2007,"F","76H","15N","Q1046","Q1050"
"0E5",2007,"M","21N","15N","Q1046","Q1050"
"0K2",2010,"F","3C3","16N","Q1021","Q1050"
"7J9",2010,"M","78T","16N","Q1050","Q1050"
"3G2",2009,"F","Z82","16N","Q1083","Q1050"
"5B1",2006,"M","30D","16P","Q1012","Q1066"
"1B5",2006,"M","49K","16P","Q1012","Q1066"
